PUMFID,JobIncomeCategory,GovLoan,RESP,GovGrant,NonGovGrant,Scholarship,Savings,FamilySupport,BankLoan,CreditCard,EmployerFunding,OtherFunding,WorkBeforeProgram,WorkPlacement,Male,Ontario,Quebec,WesternProv,ageUnder25,age25to29,age30to39,age40more,status_ctz_birth,status_ctz_nature,status_immigrant,edu_college,edu_bachelor,edu_graduate,fieldOfStudy_edu,fieldOfStudy_human,fieldOfStudy_social,fieldOfStudy_business,fieldOfStudy_lifeScience,fieldOfStudy_math,fieldOfStudy_engineering,fieldOfStudy_health,Parent1Edu_higher,Parent1Edu_same,Parent1Edu_lower,Parent2Edu_higher,Parent2Edu_same,Parent2Edu_lower
67031,60000.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
67033,,0,0,0,0,0,1,0,1,0,0,0,60.0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
67034,0.0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
67035,13000.0,0,0,0,0,1,0,0,0,0,0,0,42.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
67037,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
67038,60000.0,0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
67039,60000.0,1,0,0,1,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
67040,120000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
67042,60000.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
67043,60000.0,0,1,0,0,0,0,1,0,0,0,0,6.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
67044,40000.0,0,0,0,0,1,1,0,0,0,0,0,60.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
67049,40000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
67050,0.0,0,0,0,0,0,0,0,0,0,0,0,60.0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
67051,80000.0,1,0,0,0,1,0,0,0,0,0,0,6.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
67052,60000.0,0,0,0,0,0,0,0,0,0,0,0,18.0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
67053,80000.0,0,1,0,0,0,0,1,0,0,0,0,6.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
67054,80000.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
67055,13000.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
67058,60000.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
67059,60000.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
67060,40000.0,0,0,0,0,0,1,0,1,0,0,0,60.0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
67062,60000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
67063,40000.0,0,0,0,0,0,0,0,0,0,0,0,18.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
67065,60000.0,0,0,0,0,1,1,0,0,0,0,0,18.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
67066,80000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
67068,120000.0,1,0,0,0,0,1,0,0,0,0,0,60.0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
67071,,0,0,0,0,0,0,0,0,0,0,0,6.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
67072,60000.0,0,0,0,0,0,1,1,0,0,0,0,60.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
67073,13000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
67074,80000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
67076,40000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
67077,0.0,0,1,0,0,0,1,0,0,0,0,0,42.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
67078,120000.0,0,0,0,1,0,1,0,0,0,0,0,18.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
67080,60000.0,0,0,0,0,1,1,0,0,0,0,0,60.0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
67081,120000.0,0,0,0,0,0,1,0,0,0,0,0,60.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
67082,60000.0,0,0,0,0,1,1,0,0,0,0,0,60.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
67083,40000.0,0,0,0,0,1,0,0,0,0,0,0,42.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
67084,120000.0,0,0,0,0,0,0,1,0,0,1,0,60.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
67085,0.0,1,0,0,0,0,1,0,0,0,0,0,18.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
67088,60000.0,0,0,0,0,0,1,0,0,0,0,0,6.0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
67090,40000.0,1,0,1,0,0,0,0,0,0,0,0,60.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
67092,80000.0,1,0,0,0,0,0,0,1,0,0,0,18.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
67094,60000.0,1,1,0,0,0,0,0,0,0,0,0,60.0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
67096,60000.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
67098,120000.0,0,0,0,0,1,1,0,0,0,0,0,60.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
67099,40000.0,0,0,0,0,1,1,0,0,0,0,0,18.0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
67101,0.0,0,0,1,0,0,0,0,1,0,0,0,42.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
67102,120000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
67103,13000.0,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
67105,120000.0,0,0,0,0,0,0,1,1,0,0,0,0.0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
67106,60000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67109,80000.0,0,1,0,0,0,0,0,0,1,0,0,42.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
67111,60000.0,0,0,0,0,0,1,0,1,0,0,0,18.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
67113,,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67114,0.0,0,0,0,0,0,0,0,0,0,0,0,60.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
67117,0.0,0,0,0,0,0,0,0,0,0,0,0,42.0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
67118,40000.0,1,1,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
67119,,1,0,0,0,0,1,0,0,0,0,0,60.0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67120,120000.0,0,0,0,0,0,1,1,0,0,0,0,6.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
67122,40000.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
67124,80000.0,1,0,0,0,0,0,1,0,0,0,0,30.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
67125,40000.0,0,0,1,0,0,1,0,0,0,0,0,30.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
67126,40000.0,0,0,0,0,0,0,0,0,0,0,0,30.0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
67127,0.0,0,0,0,0,0,0,0,0,0,0,0,6.0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
67129,40000.0,1,0,0,0,0,0,0,0,0,0,1,60.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
67130,60000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
67131,40000.0,1,0,0,0,0,0,1,0,0,0,0,18.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
67133,40000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
67134,80000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
67135,40000.0,0,0,0,0,1,0,0,0,0,0,0,42.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
67137,120000.0,1,0,0,0,0,0,0,1,0,0,0,60.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
67138,80000.0,0,1,0,0,0,1,0,0,0,0,0,18.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67139,80000.0,1,0,0,0,0,1,0,0,0,0,0,30.0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
67141,,0,0,0,0,0,0,0,0,0,0,0,60.0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
67142,120000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
67144,40000.0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
67145,13000.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
67146,120000.0,0,0,0,0,0,0,0,0,0,0,0,6.0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
67147,120000.0,0,0,0,0,1,1,0,0,0,0,0,60.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
67148,80000.0,0,0,0,0,0,1,0,0,0,0,0,30.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
67149,120000.0,0,0,0,0,1,0,0,1,0,0,0,30.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
67150,40000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
67151,60000.0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
67153,60000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67156,60000.0,0,0,0,0,0,1,0,1,0,0,0,60.0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
67158,0.0,1,0,0,0,1,0,0,0,0,0,0,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
67159,80000.0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
67162,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
67163,,0,0,0,0,0,0,0,0,0,0,0,60.0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
67165,60000.0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
67166,60000.0,0,0,1,0,0,1,0,0,0,0,0,60.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
67168,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
67169,13000.0,1,0,0,0,0,1,0,0,0,0,0,60.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
67173,60000.0,0,0,0,0,0,0,0,0,0,0,0,18.0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
67177,40000.0,1,0,0,0,0,0,1,0,0,0,0,60.0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
67178,,0,0,0,0,0,0,0,0,0,0,0,60.0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
67180,0.0,1,0,0,0,0,1,0,0,0,0,0,42.0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
67182,120000.0,1,1,0,0,0,0,0,0,0,0,0,30.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
67183,120000.0,0,0,0,0,0,0,1,0,0,1,0,60.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
67184,120000.0,0,0,0,0,0,1,0,0,0,1,0,60.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
67186,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
67187,13000.0,1,0,0,0,0,0,0,0,0,0,0,18.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
67191,60000.0,0,1,0,0,1,0,0,0,0,0,0,60.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
67192,80000.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
67194,80000.0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
67195,0.0,1,0,0,0,0,1,0,0,0,0,0,6.0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
67196,80000.0,0,0,0,0,0,0,0,0,0,0,0,18.0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
67197,120000.0,0,1,0,0,0,1,0,0,0,0,0,60.0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
67198,80000.0,1,0,0,0,0,1,0,0,0,0,0,60.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
67199,60000.0,1,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
67204,120000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
67205,60000.0,0,1,0,0,0,0,1,0,0,0,0,60.0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
67206,120000.0,0,0,0,0,0,1,1,0,0,0,0,60.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
67207,60000.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
67208,0.0,1,0,1,0,0,0,0,0,0,0,0,18.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
67209,80000.0,1,0,0,0,0,1,0,0,0,0,0,60.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
67212,60000.0,0,0,0,0,0,0,0,0,0,0,0,30.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
67213,80000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
67218,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
67219,120000.0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
67220,80000.0,0,0,0,0,0,0,0,0,0,0,0,6.0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
67223,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
67224,80000.0,0,0,0,0,0,1,1,0,0,0,0,42.0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
67225,80000.0,1,0,0,0,0,1,0,0,0,0,0,60.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
67226,40000.0,0,1,0,0,0,0,1,0,0,0,0,18.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
67227,60000.0,0,0,0,0,0,0,0,0,0,0,0,6.0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
67231,40000.0,1,0,0,0,1,0,0,0,0,0,0,60.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
67232,80000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
67235,60000.0,0,1,0,0,0,0,1,0,0,0,0,18.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
67236,80000.0,0,0,0,0,0,0,0,0,0,0,0,18.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
67237,60000.0,1,0,0,0,0,1,0,0,0,0,0,60.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
67239,80000.0,0,0,0,0,0,1,1,0,0,0,0,60.0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
67241,,0,0,0,0,1,0,0,0,0,0,0,,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
67242,0.0,0,0,0,0,0,0,0,0,0,0,0,60.0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
67243,40000.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
67246,60000.0,1,0,0,0,0,1,0,0,0,0,0,18.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
67247,80000.0,1,0,0,0,0,0,0,1,0,0,0,60.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
67248,60000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
67251,60000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
67253,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
67255,40000.0,0,0,0,0,0,0,1,0,1,0,0,60.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
67257,40000.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
67258,80000.0,1,0,0,0,0,0,0,1,0,0,0,60.0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
67260,0.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
67261,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
67262,60000.0,1,0,0,0,1,0,0,0,0,0,0,60.0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
67263,40000.0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
67264,13000.0,0,0,0,0,1,0,0,0,0,0,1,60.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
67266,120000.0,0,0,0,0,0,0,1,1,0,0,0,6.0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
