PUMFID,JOBINCP,STL_170A,STL_170B,STL_170C,STL_170D,STL_170E,STL_170F,STL_170H,STL_170I,STL_170J,STL_170L,STLP170N,GRADAGEP,GENDER2,CTZSHIPP,HLOSGRDP,PGMCIPAP,REG_INST,BEF_160,PGM_P100,PAR1GRD,PAR2GRD
74561,2,1,6,6,6,6,6,6,1,2,6,6,1,2,1,1,4,2,6,1,1,1
74562,3,1,6,2,6,6,6,2,6,1,6,6,4,2,2,2,4,4,6,2,3,2
74563,4,6,6,6,6,6,6,6,6,6,6,6,1,2,3,3,8,3,1,2,2,1
74567,5,6,6,6,6,6,6,6,6,6,6,6,2,1,9,3,5,4,6,1,3,2
74570,96,6,6,6,6,6,6,6,6,6,6,6,3,1,1,1,5,2,6,2,9,9
74571,96,2,6,6,6,2,1,1,6,6,6,6,2,1,1,2,8,4,2,1,3,2
74572,1,2,6,6,6,2,1,2,6,6,6,6,1,2,1,3,9,1,6,2,1,1
74573,5,1,2,6,6,6,2,1,6,6,6,6,1,1,1,2,7,4,4,1,2,2
74575,4,2,1,6,6,2,2,1,6,6,6,6,1,1,1,3,4,3,3,2,9,1
74576,2,2,6,6,6,6,1,1,6,2,6,6,1,2,1,2,10,4,3,1,3,1
74577,2,6,6,6,6,6,6,6,6,6,6,6,1,2,3,3,8,3,1,1,1,1
74578,4,1,6,2,6,6,1,2,6,6,6,6,3,1,1,3,8,2,1,1,1,1
74579,4,2,6,2,6,1,1,6,6,6,6,6,1,2,1,2,4,3,5,2,1,1
74582,2,2,1,6,6,6,2,1,6,6,6,6,1,2,1,2,2,2,2,2,3,3
74587,4,2,1,6,6,2,2,1,6,6,6,6,1,1,1,2,8,4,2,1,9,9
74588,5,6,6,6,6,6,6,6,6,6,6,6,4,2,2,1,1,2,6,1,1,9
74593,4,1,6,6,6,6,2,1,6,6,6,6,1,2,1,2,4,3,1,2,1,1
74594,3,2,1,2,6,6,2,1,6,6,6,6,1,2,1,2,1,2,5,1,2,1
74595,96,2,1,6,6,2,1,6,6,6,6,6,1,1,1,2,9,1,2,2,3,3
74596,3,6,6,6,6,6,6,6,6,6,6,6,1,2,3,2,7,4,1,2,1,1
74597,3,1,6,6,6,2,6,1,6,6,6,6,1,2,1,2,9,1,6,2,3,1
74599,4,6,6,6,6,6,6,6,6,6,6,6,4,1,1,3,5,2,6,2,2,1
74600,2,6,6,6,6,6,6,6,6,6,6,6,3,2,1,1,4,1,6,1,3,2
74601,3,1,6,6,6,6,2,1,6,6,6,6,1,2,1,2,5,1,6,2,3,2
74603,5,6,6,6,6,6,6,6,6,6,6,6,3,2,2,3,9,4,6,2,2,1
74605,5,1,6,6,2,2,1,6,6,6,6,6,1,2,1,1,8,4,2,1,1,1
74607,3,2,1,6,6,1,6,2,6,6,6,6,1,1,1,2,5,4,5,2,1,1
74608,4,6,6,6,6,6,6,6,6,6,6,6,4,1,2,2,9,4,6,1,3,3
74610,3,1,6,2,2,2,1,2,6,6,6,6,3,1,1,2,10,4,6,1,3,3
74613,4,1,6,6,6,6,2,6,1,6,6,6,1,2,2,3,9,2,3,1,1,1
74616,96,1,6,6,6,1,2,6,6,6,6,6,3,2,1,2,10,4,6,1,1,1
74617,1,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,3,1,1,1
74619,96,1,1,2,6,6,2,6,6,6,6,6,1,2,1,1,7,4,3,2,1,1
74620,96,6,6,6,6,6,6,6,6,6,6,6,3,1,2,3,5,4,6,2,1,1
74621,99,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,9,4,6,1,1,1
74623,5,2,6,2,6,1,6,6,6,6,6,6,3,2,1,3,4,4,3,2,1,1
74624,5,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,10,1,2,1,3,1
74626,1,6,6,6,6,6,6,6,6,6,6,6,1,2,9,2,5,2,1,2,3,3
74627,4,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,5,3,4,2,2,1
74628,3,1,6,2,6,6,2,2,1,2,6,6,4,2,1,3,1,3,6,1,1,1
74629,2,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,4,4,5,1,1,1
74630,3,6,6,6,6,6,6,6,6,6,6,6,4,2,1,3,9,2,6,2,1,1
74631,5,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,10,1,6,1,2,2
74632,4,2,6,6,1,2,1,2,6,6,6,6,1,2,1,2,9,3,3,1,2,2
74633,5,6,6,6,6,6,6,6,6,6,6,6,2,2,1,3,6,2,6,2,2,1
74634,3,6,6,6,6,6,6,6,6,6,6,6,2,2,1,3,9,4,2,2,3,2
74638,2,6,6,6,6,6,6,6,6,6,6,6,3,2,3,3,1,2,6,2,1,1
74642,2,2,1,2,6,2,2,1,6,6,6,6,1,2,1,2,4,1,6,1,1,1
74643,3,6,6,6,6,6,6,6,6,6,6,6,4,2,3,3,2,2,6,2,1,1
74644,5,6,6,6,6,6,6,6,6,6,6,6,3,1,1,2,7,2,6,2,1,1
74645,3,2,6,6,6,1,2,6,6,6,6,6,1,1,3,3,7,4,2,2,2,1
74646,96,2,6,6,6,6,6,1,1,2,6,6,1,2,1,1,10,2,2,1,3,1
74647,2,6,6,6,6,6,6,6,6,6,6,6,2,2,2,3,10,2,6,1,1,1
74651,2,2,6,6,6,2,1,2,6,2,6,1,1,1,1,2,4,1,3,2,1,1
74652,3,1,6,6,6,2,1,6,6,6,6,6,2,1,1,2,5,4,6,2,2,1
74655,96,2,1,6,6,6,1,2,6,6,6,6,1,2,1,2,6,4,2,2,1,1
74656,3,6,6,6,6,6,6,6,6,6,6,6,4,1,2,1,7,2,6,1,1,1
74660,3,2,6,6,6,6,1,1,6,6,6,6,2,1,2,3,8,4,6,2,2,9
74662,3,6,6,6,6,6,6,6,6,6,6,6,4,2,1,2,4,4,6,2,1,3
74663,99,2,1,6,6,6,2,1,6,6,6,6,1,1,9,9,8,3,99,2,9,9
74664,5,1,6,6,2,2,6,6,1,6,6,6,2,2,1,3,4,3,6,2,2,3
74665,4,1,6,2,6,6,2,1,6,6,6,6,2,2,1,3,1,1,3,2,1,1
74666,5,2,6,6,2,2,1,1,6,6,6,6,1,1,3,2,7,3,1,1,2,2
74668,96,2,6,1,6,1,2,6,6,6,6,6,1,2,1,2,2,4,3,2,1,1
74669,3,2,2,6,6,1,1,6,6,6,6,6,1,1,1,2,5,4,3,2,1,1
74671,5,2,6,6,6,6,1,6,6,2,1,6,3,1,2,3,8,2,6,2,2,1
74674,96,2,1,2,2,2,1,2,6,6,6,6,1,1,1,2,9,1,4,2,2,3
74675,96,6,6,6,6,6,6,6,6,6,6,6,3,2,1,3,5,4,6,2,1,1
74678,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,5,1,6,2,1,1
74679,5,6,6,6,2,2,1,6,6,1,6,6,2,2,1,2,9,4,6,1,3,3
74680,3,9,9,9,9,9,9,9,9,9,9,9,2,2,1,1,4,4,6,1,1,1
74683,5,1,6,6,6,2,1,6,6,6,6,6,4,2,1,3,9,3,6,1,1,1
74684,3,2,6,6,6,6,1,2,6,6,6,1,2,1,3,3,7,4,6,1,1,1
74685,4,2,6,1,2,2,1,2,6,6,6,6,1,2,1,3,9,3,3,1,3,1
74687,2,6,6,6,6,6,6,6,6,6,6,6,1,2,2,1,1,2,4,1,9,3
74688,3,6,6,6,6,6,6,6,6,6,6,6,1,2,9,2,2,4,2,2,3,1
74689,3,6,6,6,6,6,6,6,6,6,6,6,2,1,3,3,5,3,2,1,1,1
74690,2,6,6,6,6,6,6,6,6,6,6,6,3,2,1,1,5,1,6,2,1,1
74691,5,6,6,6,6,6,6,6,6,6,6,6,3,2,3,3,8,2,6,1,2,1
74692,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,4,4,6,1,3,2
74693,4,9,9,9,9,9,9,9,9,9,9,9,2,1,1,1,8,1,4,1,1,1
74695,99,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,2,1,2,2,3,1
74696,3,6,6,6,6,6,6,6,6,6,6,6,3,1,1,3,5,4,6,1,1,1
74703,96,2,6,6,6,6,1,1,6,6,6,6,4,1,1,9,9,3,6,1,9,9
74704,96,6,6,6,6,6,6,6,6,6,6,6,2,1,3,3,8,4,2,2,2,1
74708,3,2,2,6,6,1,2,1,6,2,6,6,1,2,1,2,1,4,1,1,2,2
74709,3,2,6,6,6,2,1,1,6,6,6,6,1,2,9,2,4,1,3,1,3,3
74710,96,2,2,1,2,2,2,1,6,6,6,6,1,1,1,2,6,3,2,2,2,2
74712,96,1,6,2,2,6,1,6,2,6,6,6,3,2,1,3,9,1,5,1,1,1
74713,3,1,6,2,2,6,1,6,6,6,6,6,1,2,2,2,8,3,4,1,1,1
74714,1,2,6,6,6,2,1,1,6,6,6,6,1,1,2,2,6,4,3,2,2,1
74715,4,2,6,6,6,6,1,2,6,6,1,6,3,1,1,1,5,3,6,2,3,2
74716,5,2,6,2,6,2,1,2,1,6,2,6,2,2,1,3,5,2,4,2,1,1
74717,4,6,6,6,6,6,6,6,6,6,6,6,3,2,1,3,5,2,2,1,1,1
74718,96,6,6,6,6,6,1,2,1,6,6,6,1,2,1,1,4,2,1,2,2,1
74720,96,1,6,1,6,6,2,6,6,6,6,6,4,1,3,3,8,3,6,1,9,9
74723,96,1,2,6,2,6,6,2,6,6,6,6,4,2,1,3,9,3,6,1,1,1
74729,4,6,6,6,6,6,6,6,6,6,6,6,9,1,3,2,7,4,6,1,3,3
74730,3,2,6,6,1,2,1,2,6,6,6,6,2,2,3,3,9,4,3,2,1,1
74732,99,1,6,2,6,6,1,6,6,2,6,6,1,2,2,1,99,3,6,2,2,1
74733,1,1,6,6,6,6,1,6,2,6,6,6,1,2,1,2,2,1,3,2,1,1
74734,4,1,6,2,6,6,1,6,6,6,6,6,3,2,2,3,4,2,6,1,3,2
74737,5,1,6,6,6,6,1,2,6,6,6,6,4,1,1,3,4,2,6,2,1,1
74739,3,6,6,6,6,6,6,6,6,6,6,6,3,2,9,3,5,4,6,2,3,3
74740,96,2,6,6,6,1,2,1,6,6,6,6,1,2,1,2,2,1,3,2,3,1
74741,3,2,1,2,2,1,6,6,6,6,6,6,1,2,2,2,2,4,1,2,1,1
74743,3,2,2,6,6,6,1,1,6,6,6,6,1,2,1,2,1,4,6,1,1,1
74744,2,6,6,6,6,6,6,6,6,6,6,6,1,2,9,1,5,1,99,2,9,9
74745,4,2,2,6,6,1,1,6,6,2,6,6,3,1,1,3,5,1,5,2,9,1
74746,3,6,6,6,6,6,6,6,6,6,6,6,3,2,2,1,4,4,4,2,9,9
74747,4,6,6,6,6,6,6,6,6,6,6,6,3,1,1,3,9,2,6,2,1,1
74748,96,1,6,6,6,1,2,2,6,6,6,6,1,1,1,2,2,2,6,2,1,1
74749,3,1,6,1,6,6,2,6,6,6,6,6,1,2,1,1,9,3,6,2,2,1
74750,2,6,6,6,6,6,6,6,6,6,6,6,2,1,1,1,5,2,6,2,3,3
74751,4,2,6,1,6,6,2,2,6,6,1,6,1,1,1,1,8,3,3,2,3,3
74752,1,2,1,1,2,2,2,2,6,6,6,6,1,1,1,2,2,3,1,1,3,3
74753,96,6,6,6,6,6,6,6,6,6,6,6,2,1,3,2,2,4,1,2,1,1
74755,3,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,8,2,3,1,3,2
74757,96,6,6,6,6,6,6,6,6,6,6,6,2,2,3,2,5,4,4,2,1,1
74758,1,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,5,2,2,2,2,2
74759,4,1,6,2,1,6,6,6,6,2,6,6,2,1,1,2,1,4,6,1,1,1
74760,1,1,2,6,6,1,2,2,6,6,6,6,1,1,1,3,7,1,3,1,1,1
74761,96,2,6,6,6,2,1,1,6,2,2,9,2,1,1,2,5,4,3,2,2,1
74764,99,6,6,6,6,6,6,6,6,6,6,6,1,1,9,9,10,4,99,2,9,9
74765,4,1,6,6,6,2,6,6,1,6,6,6,1,2,1,2,9,4,2,1,1,1
74766,3,2,6,6,6,2,1,1,6,6,6,6,2,2,1,3,1,1,3,1,3,2
74767,4,6,6,6,6,6,6,6,6,6,6,6,1,1,3,2,8,4,5,1,3,2
74768,5,2,6,6,1,6,6,6,1,6,6,6,3,2,1,3,9,2,6,1,1,1
74769,2,6,6,6,6,6,6,6,6,6,6,6,4,1,9,2,8,1,6,1,3,3
74770,96,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,8,2,2,2,3,3
74771,1,1,6,2,6,6,2,6,1,2,6,6,3,2,1,2,9,1,6,1,2,1
74772,2,2,1,6,6,2,1,2,6,6,6,6,1,2,9,9,2,4,99,2,9,9
74773,4,2,6,6,6,6,1,1,2,2,2,6,2,1,1,3,9,3,6,1,1,1
74778,3,6,6,6,6,6,6,6,6,6,6,6,1,1,3,1,5,1,1,2,1,1
74779,3,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,10,2,6,1,2,1
74780,4,6,6,6,6,6,6,6,6,6,6,6,3,2,2,2,8,4,3,2,3,3
74785,96,6,6,6,6,6,6,6,6,6,6,6,1,2,9,2,5,4,1,1,2,2
74787,5,6,6,6,6,6,6,6,6,6,6,6,2,1,1,1,8,2,6,1,3,2
74788,3,6,6,6,6,6,6,6,6,6,6,6,3,1,1,1,6,2,6,2,1,1
74789,5,6,6,6,6,6,6,6,6,6,6,6,3,2,1,2,5,2,6,2,1,1
74790,96,2,6,6,6,2,1,1,6,6,6,6,1,1,2,2,7,3,1,2,2,2
74791,4,6,6,6,6,6,6,6,6,6,6,6,1,1,9,2,8,1,1,1,9,9
74792,2,1,1,6,6,2,2,6,6,6,6,6,1,2,1,1,10,1,4,1,1,1
74793,1,1,6,2,2,6,6,1,6,6,6,6,1,2,1,1,5,4,4,2,3,3
74794,5,6,6,6,6,6,6,6,6,6,6,6,3,1,3,3,8,2,6,2,1,1
74795,4,2,6,6,2,1,2,6,6,6,6,6,1,1,1,3,4,3,4,2,2,2
74797,3,1,6,1,6,6,2,6,6,6,6,6,2,2,9,3,1,3,99,1,9,9
74799,1,6,6,6,6,6,6,6,6,6,6,6,1,1,3,2,8,1,3,2,1,9
74802,5,6,6,6,6,6,6,6,6,6,6,6,4,2,1,3,10,4,6,2,1,1
74803,1,1,2,2,2,2,1,2,6,6,6,6,1,2,2,2,8,1,3,2,2,1
74804,3,6,6,6,6,6,6,6,6,6,6,6,2,1,1,2,5,2,4,2,1,1
74805,5,6,6,6,6,6,6,6,6,6,6,6,4,1,2,3,5,2,6,2,9,9
74806,96,2,6,6,6,2,6,1,1,2,2,6,3,1,2,2,9,3,6,1,1,1
74807,99,6,6,6,6,6,6,6,6,6,6,6,3,2,2,1,9,4,6,1,3,1
74809,3,9,9,9,9,9,9,9,9,9,9,9,3,2,2,1,9,2,4,1,3,1
74811,4,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,9,2,5,1,1,1
74812,5,6,6,6,6,6,6,6,6,6,6,6,2,2,1,3,6,2,6,2,1,1
74814,3,2,1,6,6,2,2,1,6,6,6,6,1,2,1,2,4,4,5,1,3,2
74816,4,6,6,6,6,6,6,6,6,6,6,6,2,2,1,3,1,4,6,2,2,2
74817,2,2,6,6,6,2,1,1,6,6,6,6,2,2,2,2,5,1,6,2,1,1
74819,4,6,6,6,6,6,6,6,6,6,6,6,3,2,1,2,1,2,6,2,1,1
74820,2,2,1,2,6,6,1,6,6,6,6,6,1,2,9,9,2,3,99,2,9,9
74821,2,1,6,2,6,2,1,2,6,2,6,6,2,2,1,3,8,2,6,2,1,1
74822,3,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,7,4,2,2,2,2
74826,96,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,9,4,6,1,1,1
74827,3,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,8,2,3,1,2,2
74828,96,2,6,6,6,2,1,1,6,6,6,6,3,2,1,2,2,4,2,2,2,1
74831,2,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,10,4,3,2,3,3
74832,1,2,6,6,6,1,2,6,6,2,6,6,2,1,9,3,7,4,1,2,1,1
74833,2,2,6,6,6,1,6,1,6,6,6,6,1,2,1,2,2,1,1,2,3,3
74834,1,2,6,6,6,6,6,1,1,2,6,6,4,2,1,2,1,4,2,1,1,1
74835,3,1,6,6,6,6,2,1,6,6,6,6,1,1,1,1,10,4,2,2,1,1
74837,5,2,2,6,2,2,2,1,2,2,6,9,2,2,3,3,8,2,5,2,1,1
74839,96,2,6,6,6,6,1,1,6,2,6,9,3,2,1,3,4,2,6,1,1,1
74840,2,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,4,4,6,1,2,1
74841,3,1,6,6,2,6,1,6,6,6,6,6,1,1,1,2,5,2,3,1,1,1
74843,96,2,1,6,6,6,2,1,6,2,6,6,1,1,1,2,9,3,2,2,3,3
74844,3,2,6,2,6,6,1,1,6,2,6,6,1,2,1,1,9,2,99,1,1,1
74846,3,2,6,2,6,2,2,6,2,1,6,1,3,1,1,1,8,4,6,2,3,3
74847,96,2,6,6,6,2,1,2,1,6,6,6,1,2,1,1,10,1,4,1,3,1
74848,96,2,6,6,6,6,6,1,6,2,1,6,4,2,1,1,10,3,6,1,2,1
74851,3,1,6,2,6,6,6,1,6,6,6,6,3,2,2,1,9,4,5,1,9,1
74853,96,6,6,6,6,6,6,6,6,6,6,6,4,2,1,3,10,4,6,2,1,1
74855,96,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,8,1,3,2,2,1
74856,96,6,6,6,6,6,6,6,6,6,6,6,4,2,1,3,2,3,6,2,1,9
74860,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,4,2,2,1,2,9
74861,5,6,6,6,6,6,6,6,6,6,6,6,3,2,2,2,9,4,4,1,3,2
74863,4,1,6,6,6,2,6,6,1,2,6,6,1,2,1,2,6,4,2,2,1,1
74865,2,6,6,6,6,6,6,6,6,6,6,6,1,1,3,2,2,4,1,2,9,9
74866,3,1,6,2,6,6,1,2,6,6,6,6,1,2,1,1,8,3,6,2,3,1
74867,3,1,6,2,6,6,1,2,6,6,6,6,3,2,1,2,5,4,6,2,1,1
74870,2,6,6,6,6,6,6,6,6,6,6,6,2,1,1,3,5,2,2,2,3,3
74871,1,6,6,6,6,6,6,6,6,6,6,6,3,1,1,1,10,1,6,1,9,1
74872,2,1,6,2,2,1,2,6,6,6,6,6,1,2,1,1,9,1,3,1,3,1
74875,5,2,6,6,6,1,2,6,6,6,6,6,3,1,1,3,9,2,5,2,1,1
74876,1,6,6,6,6,6,6,6,6,6,6,6,3,2,2,2,9,1,3,1,1,1
74878,96,6,6,6,6,6,6,6,6,6,6,6,2,1,3,3,2,4,3,2,9,9
74881,3,2,1,6,6,2,2,1,6,6,6,6,3,1,1,2,8,4,6,1,2,2
74883,5,2,6,1,6,6,1,6,6,6,6,6,3,1,1,2,9,4,3,1,1,1
74886,4,1,6,1,6,6,2,6,2,6,6,6,2,1,1,2,8,4,6,1,1,1
74887,4,6,6,6,6,6,6,6,6,6,6,6,2,1,9,1,8,4,4,1,3,3
74890,4,2,6,6,6,2,2,1,6,1,6,6,4,1,1,3,8,4,6,2,2,1
74892,4,2,1,6,6,2,1,6,6,6,6,6,1,1,1,2,8,4,2,1,2,2
74893,96,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,4,2,6,1,3,9
74895,5,2,6,1,2,1,2,6,6,6,6,6,2,1,2,1,7,4,6,1,3,3
74896,3,2,6,6,2,2,1,2,2,1,6,6,2,1,2,2,8,1,4,1,1,1
74897,3,6,6,6,6,6,6,6,6,6,6,6,4,2,1,2,2,2,6,1,9,1
74898,2,6,6,6,6,6,6,6,6,6,6,6,1,2,9,1,5,4,1,1,2,2
74900,4,1,6,2,6,2,1,2,6,2,6,6,2,2,1,1,9,4,6,1,2,1
74901,2,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,9,3,2,1,2,1
74903,1,9,9,9,9,9,9,9,9,9,9,9,1,2,1,2,4,1,5,1,1,1
74909,5,6,6,6,6,6,6,6,6,6,6,6,1,1,9,3,7,1,2,2,1,1
74910,2,1,2,1,2,2,2,6,6,6,6,6,1,2,1,2,5,4,3,1,1,1
74912,5,6,6,6,6,6,6,6,6,6,6,6,1,1,9,2,5,4,2,2,3,1
74913,5,1,2,2,6,2,1,2,6,6,6,6,1,1,1,2,8,3,4,1,9,1
74916,5,6,6,6,6,6,6,6,6,6,6,6,4,1,1,3,5,4,6,2,1,1
74917,2,6,6,6,6,6,6,6,6,6,6,6,4,2,1,2,9,2,6,1,1,1
74919,3,1,6,6,6,2,1,6,6,6,6,6,1,1,1,2,6,3,3,2,3,2
74920,2,1,1,2,6,2,2,6,2,6,6,6,1,2,1,2,5,4,6,2,1,1
74921,96,6,6,6,6,6,6,6,6,6,6,6,1,1,9,2,5,3,1,2,3,3
74923,3,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,5,2,6,2,1,1
74924,4,1,6,2,6,6,1,2,6,6,6,6,3,2,1,2,1,4,3,1,3,3
74928,3,1,6,6,6,6,1,2,6,6,6,6,1,1,1,1,8,2,2,1,1,1
74929,2,6,6,6,6,6,6,6,6,6,6,6,3,2,3,1,4,2,2,1,2,9
74932,2,6,6,6,6,6,6,6,6,6,6,6,1,2,9,2,4,4,1,1,3,3
74933,4,6,6,6,6,6,6,6,6,6,6,6,1,1,3,3,8,3,5,2,2,1
74937,5,6,6,6,6,6,6,6,6,6,6,6,3,2,1,3,1,3,6,2,1,1
74938,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,9,4,5,1,3,1
74939,3,6,6,6,6,6,6,6,6,6,6,6,2,2,1,1,4,1,6,1,1,9
74940,5,6,6,6,6,6,6,6,6,6,6,6,2,2,3,3,8,3,2,2,1,1
74941,4,2,6,6,6,6,1,2,1,2,6,6,2,2,2,2,9,4,6,1,3,3
74942,3,1,6,2,6,6,2,6,1,6,6,6,1,1,2,2,8,4,1,1,3,3
74945,3,2,6,6,6,6,6,1,2,6,6,6,4,2,2,3,6,3,2,2,1,1
74946,4,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,8,3,1,1,1,1
74947,96,2,2,1,2,2,1,6,6,6,6,6,1,1,1,2,6,4,3,2,3,3
74949,5,6,6,6,6,6,6,6,6,6,6,6,2,1,1,3,1,4,6,2,1,1
74950,96,1,6,6,6,2,6,2,6,6,6,6,1,2,1,1,5,4,3,2,1,1
74951,96,6,6,6,6,6,6,6,6,6,6,6,4,2,2,1,1,4,6,2,9,9
74952,4,1,6,6,2,2,2,1,6,6,6,6,3,2,1,3,9,4,6,2,1,1
74954,96,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,4,3,3,1,3,3
74956,2,1,6,6,6,6,1,2,6,6,6,6,1,1,1,2,6,4,2,2,1,1
74957,96,2,6,6,6,2,1,6,2,6,2,6,4,2,1,3,1,4,6,2,1,1
74958,3,2,6,1,6,6,1,6,6,6,6,6,1,1,2,1,7,4,4,1,3,3
74960,2,2,6,6,6,6,1,1,6,2,6,6,2,2,1,1,9,2,6,1,1,1
74961,99,1,1,6,6,6,2,6,6,6,6,6,1,2,2,2,9,4,2,1,3,2
74962,1,2,6,6,6,2,1,1,6,6,6,6,2,2,9,2,5,4,6,2,1,1
74965,1,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,4,4,2,2,2,2
74966,5,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,10,1,4,1,1,1
74970,3,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,7,4,4,2,3,3
74971,3,2,2,6,6,1,1,6,6,6,6,6,1,2,1,2,5,1,3,1,3,2
74972,5,2,1,6,6,2,6,1,6,6,6,6,1,2,1,2,5,3,2,1,3,3
74973,5,1,6,2,2,6,1,6,6,6,6,6,1,2,2,2,5,3,2,1,2,2
74974,5,2,1,6,6,6,2,1,6,6,6,6,1,1,1,1,10,1,6,1,3,1
74976,96,6,6,6,6,6,6,6,6,6,6,6,4,2,1,3,2,3,6,2,1,2
74978,2,6,6,6,6,6,6,6,6,6,6,6,1,1,3,2,5,4,2,2,1,1
74979,5,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,8,2,2,1,1,1
74980,4,6,6,6,6,6,6,6,6,6,6,6,3,1,9,3,2,3,6,2,1,1
74982,3,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,8,1,3,1,2,1
74984,1,6,6,6,6,6,6,6,6,6,6,6,1,2,1,3,8,2,6,2,2,2
74986,96,2,6,2,2,2,1,2,6,6,6,6,1,1,1,2,7,4,1,1,2,2
74988,3,1,6,6,6,2,1,6,6,6,6,6,1,1,1,2,4,1,6,1,1,1
74989,2,1,6,2,6,6,1,6,6,6,6,6,2,2,1,2,4,1,6,1,2,2
74990,4,1,6,6,6,6,2,1,2,6,6,6,2,2,1,2,9,4,5,1,2,1
74992,96,2,6,6,6,1,2,1,6,6,6,6,2,2,3,3,4,4,6,1,1,1
74994,5,2,6,6,6,6,1,1,6,6,2,6,3,2,1,2,5,4,6,2,3,3
74995,99,6,6,6,6,6,6,6,6,6,6,6,1,1,9,9,8,4,99,2,9,9
74997,5,6,6,6,6,6,6,6,6,6,6,6,4,2,1,3,9,2,6,2,3,1
74998,5,6,6,6,6,6,6,6,6,6,6,6,2,1,3,2,5,3,6,2,3,2
74999,2,2,6,6,6,6,1,1,6,6,6,9,3,2,3,3,7,4,6,2,3,3
75001,5,2,1,2,2,2,2,1,2,6,6,6,1,2,1,2,4,1,2,1,3,2
75003,4,2,1,6,6,2,2,6,2,6,6,6,2,2,1,2,4,2,3,1,2,1
75006,5,2,6,6,6,6,1,6,1,6,6,6,3,2,1,3,5,2,6,1,3,1
75008,4,1,1,6,2,6,2,2,6,6,6,6,1,2,1,3,5,3,2,2,1,1
75010,2,6,6,6,6,6,6,6,6,6,6,6,3,2,1,1,5,1,6,2,1,1
75011,1,1,6,2,6,6,1,6,6,6,6,6,2,2,1,2,6,4,6,2,1,1
75012,2,1,6,2,6,2,1,6,6,6,6,6,1,2,1,1,9,4,6,1,1,1
75016,2,6,6,6,6,6,6,6,6,6,6,6,4,1,1,1,5,2,6,2,9,9
75018,2,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,8,1,3,2,3,2
75021,99,6,6,6,6,6,6,6,6,6,6,6,2,2,9,9,1,3,99,2,9,9
75023,3,2,6,2,6,1,2,6,6,6,6,6,2,2,1,3,4,2,2,2,1,1
75024,96,6,6,6,6,6,6,6,6,6,6,6,3,2,1,3,5,2,6,2,1,1
75026,3,1,1,6,6,2,6,2,6,6,6,6,2,2,1,2,2,4,4,1,3,1
75027,2,2,6,6,6,6,1,6,1,2,6,6,1,1,9,3,8,4,1,2,1,1
75028,2,1,2,6,6,6,2,2,6,6,6,1,1,1,1,1,5,1,6,1,2,2
75029,4,1,6,6,6,6,1,2,6,6,6,6,1,2,9,9,4,3,99,1,9,9
75030,4,2,6,6,6,6,6,1,1,2,6,6,2,2,1,3,5,4,6,2,1,1
75031,3,1,2,1,2,2,2,6,6,6,6,6,1,2,1,2,8,1,3,1,1,1
75032,3,2,1,2,6,2,6,1,6,6,6,6,1,2,1,2,9,4,6,1,3,1
75034,3,6,6,6,6,6,6,6,6,6,6,6,2,2,3,1,9,1,6,2,1,1
75035,1,2,1,2,6,2,2,1,6,6,6,6,1,2,1,2,6,3,2,2,2,1
75037,5,2,6,6,6,6,1,6,1,6,2,6,3,1,1,2,5,4,6,2,1,1
75038,3,6,6,6,6,6,6,6,6,6,6,6,3,2,9,2,5,1,6,2,3,3
75040,3,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,1,2,3,1,1,1
75041,96,1,6,2,6,6,1,6,6,2,6,6,2,1,2,2,4,4,1,2,3,3
