PUMFID,JOBINCP,STL_170A,STL_170B,STL_170C,STL_170D,STL_170E,STL_170F,STL_170H,STL_170I,STL_170J,STL_170L,STLP170N,GRADAGEP,GENDER2,CTZSHIPP,HLOSGRDP,PGMCIPAP,REG_INST,BEF_160,PGM_P100,PAR1GRD,PAR2GRD
75042,96,6,6,6,6,6,6,6,6,6,6,6,3,1,3,1,5,4,5,1,9,9
75044,4,1,6,2,2,1,2,2,6,6,6,6,1,2,1,2,9,1,2,1,2,1
75046,5,6,6,6,6,6,6,6,6,6,6,6,3,2,1,3,9,4,6,2,1,1
75047,1,2,6,6,6,2,1,6,6,6,6,6,2,2,2,3,2,4,6,2,3,1
75048,3,1,6,6,6,2,1,6,6,6,6,6,1,2,1,2,1,4,1,1,1,1
75049,5,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,2,4,5,2,3,1
75050,4,2,1,6,6,6,1,2,6,6,6,6,2,2,2,3,1,4,5,1,3,2
75051,4,2,1,6,6,1,2,2,6,6,6,6,1,1,1,3,4,3,4,1,1,1
75052,96,1,6,1,2,2,2,6,2,2,6,6,2,2,1,3,9,3,6,1,2,1
75053,2,6,6,6,6,6,6,6,6,6,6,6,3,1,9,1,10,4,1,1,1,9
75054,5,1,2,6,6,6,1,2,6,6,6,6,3,1,1,2,5,2,4,2,1,1
75055,3,2,6,6,6,1,2,1,6,6,6,6,1,2,9,2,9,1,1,1,1,1
75056,5,2,6,6,2,1,2,6,1,6,6,6,2,2,1,3,8,4,4,2,1,1
75057,2,1,6,6,6,1,2,6,6,6,6,6,1,1,2,2,6,4,1,2,3,1
75058,3,6,6,6,6,1,1,2,6,2,6,6,3,2,1,3,2,4,6,2,1,1
75059,96,2,1,2,6,6,6,1,6,6,6,6,2,2,1,2,1,4,6,1,2,1
75061,96,6,6,6,6,6,6,6,6,6,6,6,1,1,2,1,5,1,3,2,3,2
75062,3,6,6,6,6,6,6,6,6,6,6,6,1,1,3,3,8,3,2,1,1,1
75063,4,1,2,2,6,6,1,2,6,6,6,6,2,1,2,2,8,4,2,1,3,3
75064,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,1,2,2,1,3,3
75065,5,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,5,3,4,1,3,2
75067,4,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,9,4,6,1,3,2
75072,96,1,6,2,6,6,2,1,6,6,6,6,2,1,1,2,9,4,1,1,1,1
75073,4,6,6,6,6,6,6,6,6,6,6,6,2,2,1,3,5,3,4,1,3,2
75075,2,6,6,6,6,6,6,6,6,6,6,6,1,2,2,1,10,4,6,2,3,3
75077,96,2,1,6,6,2,6,1,6,6,6,6,1,2,2,2,9,4,1,2,2,2
75078,4,2,1,1,6,2,6,6,6,6,6,6,1,1,1,2,8,3,1,2,2,1
75080,2,1,6,2,6,2,2,6,1,6,6,6,3,1,1,2,4,4,6,2,3,3
75084,1,6,6,6,6,6,6,6,6,6,6,6,2,2,1,1,5,3,4,1,2,1
75085,96,2,2,6,6,1,2,6,6,6,6,6,3,1,1,3,4,3,2,1,1,1
75086,2,6,6,6,6,6,6,6,6,6,6,6,1,2,3,2,4,2,2,1,1,1
75088,3,6,6,6,6,6,6,6,6,6,6,6,3,2,1,1,5,2,3,1,1,1
75090,3,2,2,1,2,1,2,6,6,6,6,6,1,2,1,2,10,3,4,2,1,1
75091,2,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,4,4,6,1,1,1
75096,96,2,6,6,1,2,6,2,6,1,6,6,1,2,1,2,4,4,6,1,2,1
75097,96,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,9,1,3,2,2,9
75098,4,2,6,6,6,6,1,6,2,6,6,6,3,2,1,2,1,4,6,1,1,1
75099,5,6,6,6,6,6,6,6,6,6,6,6,1,1,3,2,8,4,2,1,3,3
75100,3,1,6,6,6,6,2,2,6,1,6,6,2,2,1,2,9,3,6,1,9,9
75103,4,6,6,6,6,6,6,6,6,6,6,6,4,2,1,3,1,4,6,1,1,1
75105,99,6,6,6,6,6,6,6,6,6,6,6,1,1,9,9,5,4,99,2,9,9
75106,96,1,6,2,2,2,1,6,2,2,6,6,2,2,1,3,4,2,6,2,3,3
75109,4,1,6,1,6,2,2,2,6,6,6,6,2,1,1,3,6,3,6,2,3,2
75110,3,2,6,6,6,2,1,6,2,6,1,6,4,2,2,3,1,4,6,2,1,1
75111,96,1,6,1,2,6,6,6,6,6,6,6,4,2,2,3,5,4,6,2,1,1
75112,5,6,6,6,6,6,6,6,6,6,6,6,3,2,1,3,1,4,6,2,2,1
75113,2,6,6,6,6,6,6,6,6,6,6,6,3,2,1,1,9,3,6,1,3,9
75114,4,9,9,9,9,9,9,9,9,9,9,9,2,1,1,3,8,2,2,1,1,1
75115,5,2,6,6,6,6,6,6,1,1,6,6,4,2,1,3,9,4,6,2,1,1
75117,3,1,1,2,2,6,6,6,6,6,6,6,2,1,1,3,8,2,1,2,1,1
75118,3,2,2,2,2,1,1,6,6,6,6,6,2,2,1,3,9,3,6,2,1,1
75119,2,6,6,6,6,6,6,6,6,6,6,6,3,2,1,1,4,3,6,1,1,1
75120,4,6,6,6,6,6,6,6,6,6,6,6,2,1,1,2,8,4,1,1,1,1
75124,3,6,6,6,6,6,6,6,6,6,6,6,4,2,1,1,9,4,4,1,1,1
75127,5,2,6,2,6,2,1,1,6,6,6,6,2,1,1,3,9,2,4,2,1,1
75129,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,9,3,2,2,2,1
75130,3,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,9,2,2,1,1,1
75132,3,1,6,2,6,6,2,6,6,2,6,6,4,2,1,3,5,4,6,1,1,1
75138,5,1,6,1,6,2,2,2,6,6,6,6,2,1,3,2,7,2,2,1,3,2
75139,3,6,6,6,6,6,6,6,6,6,6,6,2,2,1,3,1,3,1,1,1,1
75140,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,9,4,3,1,9,9
75141,1,9,9,9,9,9,9,9,9,9,9,9,1,2,1,2,2,3,2,2,2,9
75143,1,2,1,6,6,2,1,6,6,6,6,6,2,2,9,9,9,4,99,2,9,9
75144,2,6,6,6,6,6,6,6,6,6,6,6,2,1,1,2,5,4,6,2,3,9
75149,2,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,8,4,6,1,1,2
75150,96,2,6,2,1,1,2,2,6,6,6,6,2,1,1,3,6,3,4,1,1,1
75151,1,6,6,6,6,6,6,6,6,6,6,6,3,2,1,3,2,2,4,2,3,3
75153,4,1,2,2,6,2,2,1,6,2,6,6,1,1,1,2,6,4,3,1,1,1
75154,2,1,6,2,6,6,6,6,1,6,6,6,2,2,1,2,4,1,2,2,1,1
75155,3,6,6,6,6,6,6,6,6,6,6,6,1,2,9,3,5,2,1,2,9,2
75156,5,1,6,6,6,6,1,2,6,2,6,6,1,2,1,2,9,1,1,1,1,1
75159,4,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,5,2,2,1,3,2
75160,3,2,1,6,6,1,2,2,6,6,6,6,1,2,1,2,6,4,5,2,1,1
75161,96,6,6,6,6,6,6,6,6,6,6,6,2,2,9,9,9,4,99,1,9,9
75163,2,6,6,6,6,6,6,6,6,6,6,6,2,1,1,1,8,3,3,2,2,2
75164,1,9,9,9,9,9,9,9,9,9,9,9,1,1,1,2,6,3,3,2,1,1
75168,3,1,6,1,2,6,2,6,6,6,6,6,1,2,2,2,1,4,6,1,3,2
75169,96,6,6,6,6,6,6,6,6,6,6,6,3,2,1,3,1,4,6,2,3,1
75170,1,6,6,6,6,6,6,6,6,6,6,6,3,1,3,3,2,4,6,2,1,1
75171,4,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,8,2,2,2,2,2
75173,2,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,7,3,4,2,1,1
75175,3,2,1,6,6,6,2,6,1,6,6,6,2,1,1,2,4,4,4,1,1,1
75178,3,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,4,4,3,1,3,2
75180,5,1,6,2,6,1,2,6,6,6,6,6,3,2,3,3,4,4,6,2,1,9
75181,96,1,6,2,6,6,1,6,6,2,6,6,1,1,1,1,5,3,6,2,3,3
75182,3,1,6,2,6,6,6,6,1,6,6,6,1,1,1,1,9,3,5,1,2,2
75183,1,2,1,6,6,1,2,2,6,6,6,6,1,2,1,2,2,4,2,2,2,2
75184,96,2,6,6,2,2,6,1,6,6,6,6,1,2,9,3,4,4,3,2,2,2
75185,3,6,6,6,6,6,6,6,6,6,6,6,2,2,1,1,10,2,4,1,2,1
75186,3,2,6,6,6,1,6,2,6,6,6,1,3,2,1,1,7,1,6,2,1,1
75188,2,2,1,6,6,6,6,1,6,2,6,6,1,1,1,1,5,2,6,2,3,2
75189,2,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,2,4,4,1,1,1
75190,3,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,5,4,2,2,9,3
75191,3,2,6,6,6,1,1,2,6,2,6,6,1,2,1,2,5,4,6,2,1,1
75192,3,6,6,6,6,6,6,6,6,6,6,6,1,2,9,2,7,3,1,2,2,1
75194,4,6,6,6,6,6,6,6,6,6,6,6,4,2,1,3,9,2,6,1,1,1
75196,5,6,6,6,6,6,6,6,6,6,6,6,2,1,3,2,8,4,2,1,1,1
75198,96,2,2,6,6,2,2,1,6,6,6,6,2,2,1,3,8,3,3,2,2,1
75203,3,6,6,6,6,6,6,6,6,6,6,6,3,1,9,3,8,4,6,2,1,1
75204,4,1,6,6,6,1,2,2,6,6,6,6,3,2,1,2,8,2,6,1,1,1
75207,4,2,6,6,6,6,1,1,6,6,6,6,1,2,1,2,2,3,2,2,2,1
75208,2,2,6,6,6,6,1,1,6,2,6,6,1,1,9,3,1,4,3,2,1,1
75209,1,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,4,2,3,2,2,1
75210,3,1,6,6,6,2,1,2,6,2,6,6,2,2,1,1,5,1,6,1,1,2
75211,3,1,6,6,6,6,6,2,1,2,6,6,2,1,2,2,5,4,4,2,2,3
75212,5,6,6,6,6,6,6,6,6,6,6,6,4,1,1,3,1,2,3,1,1,1
75213,96,6,6,6,6,6,6,6,6,6,6,6,3,2,2,3,5,3,4,2,2,2
75214,3,1,6,2,2,2,6,6,1,2,6,6,1,2,1,2,6,1,4,2,1,1
75215,3,2,6,6,6,6,2,1,1,2,6,6,4,2,2,2,1,4,6,1,2,2
75216,5,6,6,6,6,6,6,6,6,6,6,6,3,2,1,3,5,2,6,2,1,1
75218,4,1,1,2,6,6,2,2,6,2,6,6,1,2,1,2,5,3,2,1,3,1
75219,3,6,6,6,6,6,6,6,6,6,6,6,3,1,1,2,9,2,4,1,1,1
75224,5,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,8,4,6,1,1,2
75226,1,6,6,6,6,6,6,6,6,6,6,6,4,2,1,1,10,4,6,2,1,1
75227,3,2,2,6,2,2,1,1,6,6,2,9,1,2,1,2,10,1,2,1,2,2
75229,4,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,5,4,2,2,1,1
75230,3,6,6,6,6,6,6,6,6,6,6,6,4,2,1,1,2,4,6,2,3,1
75231,3,6,6,6,6,6,6,6,6,6,6,6,1,2,2,1,5,1,6,1,3,3
75232,2,1,6,6,2,6,1,2,6,6,6,6,1,2,1,2,5,3,6,1,3,3
75233,3,1,6,2,2,2,2,2,6,6,6,6,3,2,1,3,8,4,6,2,1,1
75235,3,6,6,6,6,6,6,6,6,6,6,6,2,1,1,1,9,2,2,1,3,1
75236,5,1,6,1,2,2,2,6,2,2,6,6,1,1,3,2,7,4,3,1,2,1
75238,2,6,6,6,6,6,6,6,6,6,6,6,2,2,9,9,8,2,99,2,9,9
75240,3,1,6,2,6,6,1,6,6,6,6,9,3,1,1,2,1,4,6,1,1,1
75242,2,2,6,6,6,1,6,6,6,2,1,6,2,2,9,3,6,4,1,2,2,1
75243,96,6,6,6,6,6,6,6,6,6,6,6,4,2,1,3,5,4,6,2,1,1
75244,3,1,2,2,6,2,1,6,6,6,6,6,2,1,1,3,5,4,6,1,2,1
75245,99,6,6,6,6,6,6,6,6,6,6,6,1,1,9,9,6,4,99,2,9,9
75248,3,2,6,2,6,1,1,6,6,6,6,6,2,1,1,2,4,4,6,2,9,1
75249,3,1,6,2,6,6,2,1,6,2,6,6,2,1,1,2,1,2,6,1,1,1
75250,2,6,6,6,6,6,6,6,6,6,6,6,1,1,3,1,5,4,1,2,1,1
75252,96,2,1,1,6,2,6,6,6,6,6,6,1,1,2,2,6,4,1,2,2,2
75253,96,1,6,6,6,1,2,6,6,2,6,6,2,1,1,2,5,4,6,1,3,3
75254,5,2,6,6,6,1,2,6,1,6,6,6,2,2,3,3,5,2,4,1,1,2
75255,2,1,6,2,6,6,1,6,6,6,2,6,1,2,1,2,4,1,4,2,1,1
75256,4,1,6,6,6,1,2,6,6,6,6,6,3,1,3,3,5,3,2,1,3,3
75257,4,1,6,2,6,1,6,6,6,6,6,6,2,1,2,3,6,3,4,2,1,1
75258,5,6,6,6,6,6,6,6,6,6,6,6,4,1,1,2,5,4,6,2,1,1
75259,96,2,1,6,6,2,6,1,6,6,6,6,1,2,1,2,1,3,6,1,3,1
75261,3,1,2,6,6,2,6,1,6,6,6,6,1,1,1,2,5,4,3,2,1,1
75262,96,2,6,6,6,2,1,1,6,6,6,6,1,2,1,2,6,2,2,2,2,2
75263,96,1,1,2,2,2,2,6,2,2,6,6,1,2,1,2,4,4,6,2,3,1
75265,5,2,6,6,6,2,1,6,6,6,2,6,1,2,1,3,10,4,4,2,1,1
75266,3,1,6,2,6,6,2,1,6,6,6,6,3,1,2,1,7,4,6,1,2,3
75268,2,2,2,1,2,6,2,1,2,2,6,6,1,2,1,2,2,3,6,2,2,1
75269,4,2,1,6,6,2,2,6,6,6,1,6,1,1,1,3,5,4,6,1,3,1
75271,96,6,6,6,6,6,6,6,6,6,6,6,3,2,1,1,1,4,6,1,3,2
75272,2,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,5,2,6,2,1,1
75274,96,6,6,6,6,6,6,6,6,6,6,6,2,1,9,2,5,1,2,1,3,1
75275,2,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,8,4,4,2,3,3
75276,96,2,1,6,6,2,2,1,6,6,6,6,1,1,2,2,9,4,2,2,2,2
75277,99,2,6,2,6,2,1,1,6,6,6,6,3,2,1,3,4,1,6,1,1,1
75279,96,2,6,1,6,6,2,6,1,2,6,6,2,2,1,3,9,2,6,1,1,1
75280,3,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,5,3,4,1,1,1
75281,2,6,6,6,6,6,6,6,6,6,6,6,1,1,9,1,7,4,1,2,2,1
75282,5,6,6,6,6,6,6,6,6,6,6,6,2,1,1,3,5,2,6,2,1,1
75283,2,2,6,6,6,2,6,6,1,6,2,6,2,2,1,3,9,2,1,2,1,1
75284,3,2,6,1,1,2,2,2,6,2,2,6,1,1,2,2,8,1,4,2,3,1
75285,4,2,6,6,2,1,1,2,6,6,6,6,3,1,9,3,8,4,5,2,1,1
75286,4,6,6,6,6,6,6,6,6,6,6,6,2,1,3,2,8,3,2,1,1,1
75288,3,2,6,6,1,6,2,1,6,6,6,6,1,2,9,2,6,4,4,2,3,1
75289,2,2,2,6,6,1,2,1,6,6,6,6,1,2,1,2,2,3,3,1,3,3
75291,96,6,6,6,6,6,6,6,6,6,6,6,3,1,9,2,7,1,6,2,3,3
75292,3,6,6,6,6,6,6,6,6,6,6,6,4,2,1,2,9,4,6,1,1,1
75293,99,2,6,6,6,6,2,6,6,6,1,1,4,2,1,3,5,4,6,1,9,1
75298,1,2,1,1,6,2,2,6,6,2,2,6,1,2,1,2,4,3,4,1,1,1
75300,3,2,6,6,6,1,1,6,6,6,2,9,2,1,1,1,8,4,6,1,3,3
75304,2,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,9,3,99,1,9,9
75307,3,2,6,6,6,6,1,1,2,6,6,6,1,2,1,3,9,3,4,1,1,1
75308,96,6,6,6,6,6,6,6,6,6,6,6,3,2,1,3,5,2,6,1,1,1
75311,1,2,6,6,6,2,1,1,6,6,6,6,2,2,1,2,6,4,6,9,1,1
75312,2,1,6,1,6,6,2,6,6,6,6,6,2,2,1,2,2,3,4,1,9,9
75315,3,1,2,2,6,1,2,2,6,6,6,6,2,2,1,3,6,4,3,2,1,1
75316,3,1,2,2,6,2,6,1,6,6,6,6,1,1,1,2,5,3,4,2,2,3
75317,5,1,6,2,6,6,1,2,6,6,2,6,3,2,1,3,5,2,6,2,1,1
75318,96,6,6,6,6,6,6,6,6,6,6,6,4,1,3,3,5,3,6,2,3,3
75319,3,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,6,4,6,1,2,1
75320,3,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,5,4,5,2,1,1
75322,5,1,6,2,6,2,1,6,6,6,6,6,1,2,2,2,8,4,2,2,2,1
75323,5,2,6,6,2,6,1,2,2,6,2,6,4,1,2,3,5,4,6,2,9,9
75326,3,2,1,2,6,6,6,1,6,6,6,6,1,2,1,2,4,2,6,1,2,1
75327,96,6,6,6,6,6,6,6,6,6,6,6,2,1,2,3,8,3,2,2,2,1
75329,99,9,9,9,9,9,9,9,9,9,9,9,3,1,9,9,9,4,99,2,9,9
75334,4,6,6,6,6,6,6,6,6,6,6,6,2,1,9,2,7,4,2,2,2,1
75335,4,2,1,6,6,2,1,2,6,6,6,6,1,2,1,2,6,4,6,2,2,1
75336,3,1,6,2,6,1,2,6,6,6,6,6,1,2,1,2,5,4,2,1,1,1
75337,3,1,6,2,2,2,1,2,6,6,6,6,1,1,1,2,6,1,6,2,3,1
75340,3,1,6,6,6,1,2,6,2,6,6,6,2,2,1,3,9,2,4,2,1,1
75341,4,6,6,6,6,6,6,6,6,6,6,6,3,2,3,1,7,3,6,2,3,1
75343,1,2,6,6,6,1,1,2,6,6,6,6,2,2,1,3,2,2,6,2,1,9
75346,5,2,6,1,1,2,2,6,6,6,6,6,3,2,3,3,7,1,4,2,1,1
75347,2,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,2,4,1,2,9,9
75349,5,6,6,6,6,6,6,6,6,6,6,6,4,1,1,3,4,4,6,2,1,1
75350,2,2,6,6,6,6,1,1,6,6,6,6,1,2,2,1,9,4,6,1,3,3
75351,3,2,1,6,6,2,1,2,6,6,2,6,2,2,1,3,1,4,5,2,1,1
75352,96,2,6,2,6,6,1,6,1,6,6,6,4,1,2,3,5,4,6,2,1,1
75356,3,2,6,6,6,1,1,2,6,6,6,6,2,2,1,3,8,4,6,2,1,1
75358,5,2,6,6,6,1,1,2,6,6,6,6,2,1,1,2,4,4,3,2,2,2
75359,2,1,6,2,6,2,1,6,6,6,6,6,1,2,1,2,2,4,2,1,1,1
75360,5,2,6,2,6,2,1,1,6,6,6,6,1,2,1,2,9,4,1,1,1,1
75361,3,1,6,6,6,6,2,1,6,2,6,6,2,1,1,2,5,4,5,2,1,1
75362,5,2,2,6,6,6,1,6,1,6,6,6,1,1,1,3,5,2,5,2,1,1
75365,4,2,2,6,6,1,2,6,1,6,6,6,1,2,1,2,4,1,6,2,1,1
75366,96,1,6,1,2,2,2,2,6,2,6,6,1,1,1,3,6,3,3,2,1,1
75368,5,6,6,6,6,6,6,6,6,6,6,6,4,1,1,3,1,2,6,1,1,1
75371,96,2,6,6,6,6,1,6,1,6,6,6,3,2,2,3,6,3,6,2,1,1
75373,2,9,9,9,9,9,9,9,9,9,9,9,3,2,2,2,7,3,2,1,1,1
75374,5,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,7,1,6,2,3,1
75375,96,1,2,6,6,2,6,6,6,2,1,6,1,1,2,1,7,4,6,2,3,3
75377,4,1,6,6,6,2,1,2,6,6,6,6,4,1,1,2,1,4,6,1,2,2
75378,96,1,2,6,6,2,1,6,6,6,6,6,4,1,1,2,7,4,6,1,3,1
75379,5,6,6,6,6,6,6,6,6,6,6,6,4,2,1,2,5,4,6,2,2,1
75380,2,6,6,6,6,6,6,6,6,6,6,6,4,2,1,1,9,4,3,2,1,1
75384,3,1,6,6,6,6,2,2,1,6,6,6,1,1,1,2,9,2,3,1,1,1
75386,4,1,6,2,6,2,1,2,2,2,6,6,3,2,1,3,1,4,6,1,1,1
75387,2,2,6,6,6,2,1,1,6,6,6,6,2,2,3,3,1,3,2,2,1,1
75388,96,1,6,2,6,6,1,6,6,2,6,6,3,2,2,1,9,3,6,1,1,1
75389,96,9,9,9,9,9,9,9,9,9,9,9,2,2,1,1,1,4,6,1,9,9
75391,3,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,10,2,6,2,3,3
75392,4,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,8,2,3,1,1,1
75394,4,2,6,6,6,1,6,6,1,2,6,6,3,2,1,3,6,4,6,2,1,1
75395,5,6,6,6,6,6,6,6,6,6,6,6,2,1,9,1,7,3,3,1,3,1
75396,96,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,8,4,1,2,3,2
75398,5,2,6,6,6,1,2,2,6,6,6,6,3,2,2,3,4,4,6,2,1,1
75399,2,6,6,6,6,6,6,6,6,6,6,6,3,2,1,1,5,1,4,1,1,9
75401,96,2,6,6,2,1,6,1,6,6,6,6,1,2,3,2,9,4,1,1,2,2
75402,4,6,6,6,6,6,6,6,6,6,6,6,4,2,1,3,10,3,6,2,1,1
75403,96,1,6,6,6,2,6,1,6,6,6,6,1,1,3,2,2,4,1,2,3,1
75404,4,6,6,6,6,6,6,6,6,6,6,6,1,1,9,9,8,4,99,1,9,9
75405,3,6,6,6,6,6,6,6,6,6,6,6,3,2,1,2,5,4,1,1,1,1
75407,2,6,6,6,6,6,6,6,6,6,6,6,2,2,9,3,1,2,2,1,1,1
75413,2,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,2,2,2,1,2,2
75416,2,6,6,6,6,6,6,6,6,6,6,6,3,2,2,3,4,2,5,2,1,1
75417,2,9,9,9,9,9,9,9,9,9,9,9,3,2,3,1,9,4,6,1,3,3
75418,3,6,6,6,6,6,6,6,6,6,6,6,2,1,1,2,4,4,6,2,1,1
75421,2,6,6,6,6,6,6,6,6,6,6,6,1,2,9,2,4,3,2,1,3,1
75423,4,1,6,6,6,6,1,2,6,6,6,6,2,1,1,3,9,1,6,1,2,1
75424,2,6,6,6,6,6,6,6,6,6,6,6,3,2,9,3,2,2,6,2,1,1
75427,3,2,2,6,2,6,1,1,6,6,6,6,3,1,1,3,9,4,6,2,1,1
75430,4,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,5,2,6,1,1,1
75431,3,2,6,6,2,2,6,1,6,6,6,6,1,1,1,2,5,1,2,2,1,1
75433,3,1,6,1,6,2,6,6,6,6,6,6,3,2,2,3,9,4,6,1,2,1
75436,96,1,1,2,2,2,2,2,6,6,2,6,2,2,1,2,4,4,6,1,1,1
75438,2,6,6,6,6,6,6,6,6,6,6,6,1,2,1,2,4,2,6,2,2,2
75439,5,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,8,4,4,2,2,1
75442,96,6,6,6,6,6,6,6,6,6,6,6,1,1,9,1,6,3,1,1,1,1
75443,3,2,6,1,6,6,1,6,6,6,6,6,1,1,1,2,4,2,1,2,2,1
75444,2,6,6,6,6,6,6,6,6,6,6,6,2,2,9,2,7,4,1,2,1,1
75447,5,6,6,6,6,6,6,6,6,6,6,6,4,2,2,1,9,2,4,1,1,1
75450,5,6,6,6,6,6,6,6,6,6,6,6,2,2,1,3,9,3,6,1,2,1
75451,4,2,6,6,2,6,1,1,6,6,6,6,2,2,3,3,5,2,1,2,1,1
75452,1,6,6,6,6,6,6,6,6,6,6,6,2,1,1,2,5,2,6,2,1,1
75453,2,2,6,6,2,1,2,2,6,2,6,1,1,1,1,2,5,4,5,2,1,1
75456,3,6,6,6,6,6,6,6,6,6,6,6,2,1,2,2,8,4,4,1,1,1
75459,5,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,8,4,1,1,2,2
75460,96,1,2,1,6,2,2,6,6,6,6,6,1,2,1,3,6,3,6,2,1,9
75463,2,2,1,6,2,6,1,6,6,6,6,6,1,2,1,2,6,4,6,2,3,9
75465,1,2,6,6,6,2,1,1,6,6,6,6,1,2,1,1,4,2,6,1,3,3
75469,96,1,6,6,1,2,2,6,2,2,6,6,2,1,1,3,6,2,1,2,1,1
75472,3,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,8,4,6,1,1,1
75474,1,2,6,2,2,1,1,6,6,2,6,6,1,2,1,2,2,4,3,1,1,1
75475,3,1,6,6,2,2,1,2,2,6,6,6,1,1,1,2,8,1,5,2,1,1
75476,96,2,1,2,6,2,1,6,6,6,6,6,1,1,2,1,2,4,3,2,2,1
75477,1,6,6,6,6,6,6,6,6,6,6,6,1,2,9,1,10,3,4,1,9,9
75480,99,2,6,6,6,6,1,2,2,2,6,6,2,1,9,9,7,1,99,1,9,9
75483,3,1,6,6,6,6,2,1,6,6,6,6,1,1,1,1,9,4,4,1,2,1
75484,4,2,6,6,6,1,2,1,6,6,6,6,2,1,1,3,9,4,2,1,1,1
75485,2,6,6,6,6,6,6,6,6,6,6,6,9,1,3,2,2,1,6,1,3,3
75487,5,2,2,6,2,6,1,1,6,6,6,6,1,2,1,2,5,3,3,2,3,2
75489,3,2,1,6,6,6,2,1,6,6,6,6,1,1,1,3,5,3,3,2,1,1
75490,2,2,6,2,6,6,1,6,1,6,6,6,2,2,2,2,4,1,2,1,2,1
75493,1,6,6,6,6,6,6,6,6,6,6,6,2,1,9,2,8,1,3,2,1,1
75494,1,1,6,6,6,1,2,6,6,6,6,6,1,2,1,2,2,2,6,2,1,1
75495,2,1,6,6,6,6,6,2,1,6,6,6,4,1,1,1,2,2,6,2,1,1
75497,2,6,6,6,6,6,6,6,6,6,6,6,1,2,3,1,4,3,1,1,3,3
75499,96,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,9,4,6,2,2,1
75500,2,2,2,6,6,2,1,1,6,6,6,6,1,2,1,1,8,4,2,1,2,1
75501,96,1,6,1,6,6,6,2,6,6,6,6,3,2,2,2,4,2,6,2,3,1
75502,2,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,4,4,4,1,2,2
75504,3,2,6,6,6,1,1,2,6,6,6,6,1,2,1,2,6,4,4,2,2,2
75505,2,6,6,6,6,6,6,6,6,6,6,6,3,2,1,1,5,4,3,2,1,1
75508,1,2,1,1,6,2,6,6,6,6,6,6,1,1,1,2,4,3,2,2,3,3
75510,4,1,6,6,6,6,2,2,1,6,6,6,1,2,1,3,2,2,4,2,1,1
75513,4,2,6,6,6,2,1,1,6,6,6,6,1,1,2,2,9,4,4,1,1,1
75516,5,6,6,6,6,6,6,6,6,6,6,6,2,1,3,3,8,2,3,1,3,1
75518,96,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,6,1,2,2,3,9
75520,1,2,6,6,2,2,6,1,6,6,1,6,1,2,1,2,4,4,4,1,3,3
75521,5,6,6,6,6,6,6,6,6,6,6,6,1,1,1,3,4,3,6,2,1,1
75522,5,1,6,2,2,6,1,6,6,6,6,6,3,2,1,2,5,1,6,2,1,1
75523,2,1,6,6,6,1,6,6,2,6,6,6,3,1,1,3,4,2,3,2,1,1
75524,4,2,6,2,6,1,6,1,6,6,6,6,2,2,1,3,8,2,3,2,2,2
75525,3,1,2,6,2,1,2,2,6,6,6,6,2,1,1,3,4,3,2,2,1,1
75526,3,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,5,4,3,2,1,1
75527,2,6,6,6,6,6,6,6,6,6,6,6,1,1,9,3,8,4,1,2,1,1
